775	226
606	556
727	843
371	358
908	60
216	888
137	501
265	456
397	823
137	624
397	442
268	946
855	429
823	666
670	34
284	675
745	464
245	406
60	716
666	92
501	697
268	310
852	268
995	995
977	894
644	531
501	316
952	812
496	638
823	727
948	952
776	963
602	499
260	858
823	734
339	496
126	903
602	885
894	255
137	995
665	624
156	6
235	869
292	347
488	162
137	995
852	517
339	990
670	913
232	557
137	554
995	995
393	599
127	182
127	278
222	903
995	702
137	397
823	742
858	894
397	163
567	80
823	107
126	894
749	967
137	823
580	934
741	265
952	202
671	995
448	876
906	95
292	170
745	702
347	894
18	145
775	551
671	666
339	564
995	60
643	531
854	761
318	335
624	316
137	602
671	145
491	255
97	347
294	855
429	982
337	290
235	231
567	791
260	127
276	584
137	919
670	393
670	52
671	710
137	43
63	499
351	54
855	12
22	602
858	655
488	43
347	790
547	983
565	255
593	868
137	196
137	260
894	833
862	479
137	411
162	310
739	549
292	1017
671	764
491	751
671	557
265	738
852	396
491	952
602	541
260	823
852	666
127	556
602	648
671	745
519	672
380	37
488	1016
18	958
260	861
823	520
162	793
487	952
22	894
137	670
999	995
397	260
488	730
260	219
82	624
823	127
901	180
20	894
482	776
593	602
995	1009
852	127
593	823
260	535
729	1018
652	876
137	727
990	709
137	60
592	638
393	347
59	761
137	885
260	894
488	68
137	823
137	232
602	402
137	483
488	569
995	310
995	869
397	347
397	480
20	109
596	770
232	790
137	59
397	739
666	209
593	602
488	739
156	170
900	85
602	383
137	718
137	505
894	894
631	584
260	823
397	156
222	858
137	983
162	632
671	393
488	790
547	355
268	586
424	633
60	739
137	640
260	995
596	324
748	292
894	358
551	816
107	402
397	393
97	881
339	670
222	296
593	670
748	372
268	602
18	380
137	678
607	195
579	316
223	745
232	894
983	410
260	922
746	602
599	226
126	706
488	395
739	0
137	748
671	894
260	102
137	727
137	137
488	294
486	131
231	632
640	586
876	143
260	487
894	916
219	188
137	156
265	602
670	177
260	944
107	464
127	347
282	531
265	162
260	482
20	602
546	894
567	343
393	424
127	479
292	995
137	567
596	894
127	987
137	726
748	219
823	1014
393	393
222	482
739	172
491	995
473	459
107	204
567	666
852	22
223	602
232	970
862	672
137	684
567	983
162	546
823	894
158	775
269	583
292	746
248	894
336	499
944	739
488	670
899	852
567	411
397	155
268	247
417	766
501	91
995	1009
137	137
567	995
339	823
593	56
823	164
823	730
137	488
932	118
642	935
995	746
339	222
899	381
488	745
894	697
823	909
347	938
13	829
488	727
339	339
671	76
287	761
899	769
666	775
769	983
397	727
231	775
732	255
596	424
823	749
137	375
62	894
137	335
107	316
347	880
671	188
567	146
549	574
567	643
852	162
260	65
339	916
750	170
482	1008
137	397
127	624
995	894
488	602
294	751
862	464
592	596
260	629
18	946
602	146
137	718
671	476
748	823
137	602
395	791
567	247
726	127
671	757
488	260
343	347
488	400
8	452
596	485
858	519
260	547
488	235
49	188
998	223
137	995
517	894
900	418
166	411
899	727
567	310
607	541
339	573
107	501
222	223
222	882
465	871
67	299
565	464
666	982
567	34
488	260
852	602
996	998
137	60
127	987
292	341
712	177
999	103
602	963
127	995
397	196
732	383
137	602
264	776
127	952
666	426
137	207
823	998
671	201
18	505
909	167
992	652
899	63
862	240
137	894
127	730
670	60
748	177
235	283
268	482
852	803
995	481
823	624
420	602
137	674
126	798
280	256
862	201
992	894
524	761
899	104
538	328
995	781
995	963
43	638
137	78
607	652
137	292
491	958
823	602
901	248
670	170
863	984
429	1021
547	94
137	565
671	894
778	844
127	901
137	35
260	426
127	265
908	672
671	823
397	670
260	666
671	268
952	894
488	192
232	556
260	411
735	684
742	432
504	672
565	745
347	739
899	727
488	260
137	395
866	684
137	235
226	868
397	313
746	940
423	535
260	640
488	417
137	602
727	255
137	666
995	602
137	580
235	885
664	231
952	195
488	511
333	927
624	91
885	677
852	347
59	383
159	63
748	998
137	899
567	267
137	137
671	162
596	406
137	894
127	947
397	292
393	351
406	919
593	666
730	916
602	429
769	666
102	196
97	265
101	739
101	231
339	995
666	857
137	126
265	894
672	531
862	1009
578	316
260	154
852	862
565	482
730	411
823	773
137	739
726	909
726	127
512	429
137	775
137	666
418	790
899	145
564	154
671	763
731	977
393	383
567	729
339	279
823	255
397	235
337	862
341	876
137	647
127	995
260	903
137	909
852	505
567	107
137	852
126	18
127	1017
394	648
739	80
567	18
902	491
137	652
488	333
260	248
602	602
903	107
480	602
670	882
734	773
134	657
1018	894
226	4
127	513
671	769
127	159
899	188
336	450
482	402
671	94
567	91
998	68
746	894
1008	894
746	746
823	519
567	602
567	949
666	952
137	282
823	405
640	9
558	107
268	666
137	749
1008	983
596	963
823	517
137	349
397	353
164	255
671	971
429	446
1008	778
278	940
567	844
173	352
260	501
726	343
726	624
232	103
137	916
878	324
416	12
18	894
995	62
97	94
247	30
393	283
57	107
137	709
231	517
162	739
546	278
899	1015
22	641
219	765
397	803
995	652
862	369
491	795
773	1009
151	63
339	675
137	158
491	596
998	908
265	776
260	292
652	761
243	383
22	177
769	203
137	60
746	504
474	6
995	247
567	840
894	761
230	54
739	63
665	951
671	882
137	223
395	411
593	602
885	894
761	864
666	754
606	717
567	739
551	86
429	173
504	255
157	292
945	60
671	903
602	278
397	157
640	718
137	946
554	554
18	482
726	429
339	776
137	63
979	871
748	316
602	761
127	742
260	666
397	23
232	798
269	432
899	701
488	231
862	915
127	541
780	131
137	899
580	983
671	402
137	92
602	568
137	465
852	746
464	635
18	602
23	916
823	490
823	894
126	474
137	278
823	434
292	734
137	247
567	464
546	91
567	995
823	127
294	230
397	602
602	885
223	543
894	936
769	155
899	5
520	815
137	911
823	995
823	745
394	885
260	908
670	729
726	60
231	188
222	950
894	837
491	371
260	580
284	316
22	9
482	347
888	800
137	714
606	517
565	231
127	602
739	648
173	710
260	602
127	446
43	255
350	359
268	775
567	269
23	429
137	397
269	791
576	894
294	952
22	329
127	292
292	464
137	998
137	487
998	584
726	995
137	882
852	652
823	670
393	882
395	936
235	75
397	20
525	177
524	91
823	127
223	776
294	602
137	383
22	447
424	631
260	894
567	736
137	223
995	63
137	292
596	938
748	316
260	265
775	632
742	347
746	702
823	596
92	844
268	638
599	13
127	269
664	202
727	373
852	684
567	735
235	745
671	173
671	1001
222	162
770	672
397	127
597	418
508	894
397	909
420	746
567	730
260	761
779	162
567	162
137	862
268	313
268	335
339	862
397	336
226	813
906	952
397	223
397	894
894	531
858	447
339	602
397	727
1021	618
429	310
671	429
107	333
482	1008
670	447
265	965
672	624
746	354
746	607
480	347
666	152
137	429
935	316
990	116
862	304
592	567
137	823
18	482
137	823
995	499
488	901
260	666
995	313
775	739
447	963
155	776
137	456
260	899
748	602
567	363
549	94
998	860
567	207
776	867
397	482
397	350
137	899
852	946
339	998
488	638
260	201
126	480
260	812
726	567
775	351
22	995
488	94
137	1014
823	624
770	196
671	127
734	146
137	170
852	990
519	940
899	383
126	107
903	894
823	316
743	310
488	465
269	148
488	464
260	156
137	995
137	159
216	155
1014	958
101	577
127	268
862	987
592	268
393	546
488	335
265	798
137	486
863	162
678	464
823	672
60	761
735	162
294	162
852	231
336	624
222	198
664	894
393	269
667	995
748	260
995	624
127	672
596	940
546	983
901	624
554	973
491	231
158	602
137	769
127	992
313	207
137	730
223	219
294	22
397	599
154	313
952	803
137	726
823	672
60	496
339	567
739	894
823	131
346	916
596	437
137	482
882	116
946	790
882	255
520	447
222	894
280	278
671	666
519	983
152	265
607	586
771	247
235	108
823	423
260	524
222	265
339	393
488	608
775	437
602	310
137	498
671	727
127	596
556	904
397	866
488	776
222	170
999	844
889	406
137	602
339	751
899	995
157	940
643	974
337	952
127	945
260	602
137	137
855	531
488	126
671	255
903	145
567	1012
643	170
987	470
137	465
564	277
862	715
265	652
488	566
996	235
671	91
995	162
247	894
161	91
137	397
137	323
672	380
127	867
564	989
900	624
137	18
995	188
270	464
137	358
599	107
640	60
397	1008
995	894
823	202
260	981
284	517
670	265
137	145
127	648
671	894
748	216
946	894
464	353
265	43
397	995
426	531
137	480
488	561
958	383
137	1009
944	776
137	938
823	837
735	608
482	886
372	869
488	488
951	357
488	672
666	573
730	602
232	714
260	775
223	341
952	181
857	608
995	624
995	775
230	417
137	596
488	95
223	482
294	91
397	746
671	146
127	534
671	414
748	602
137	567
137	602
156	781
607	247
749	644
993	59
488	974
726	248
339	383
146	429
397	823
54	43
567	537
127	22
137	137
998	231
748	776
488	520
423	347
268	602
855	541
739	684
593	265
772	953
397	593
738	894
823	900
137	158
127	127
127	116
894	674
823	550
995	146
602	983
482	107
771	247
488	107
232	23
596	226
823	470
156	531
137	173
101	318
57	82
137	567
230	908
852	901
564	531
137	791
823	995
519	313
137	164
903	990
667	1014
665	170
775	470
137	411
566	602
137	877
137	222
292	22
742	776
652	456
995	313
488	156
671	283
69	134
157	963
567	952
341	1012
397	648
697	834
602	803
753	872
900	91
748	858
127	944
337	743
995	155
292	608
265	607
222	403
748	423
518	411
796	811
339	292
748	823
727	894
381	919
260	894
671	602
60	429
671	666
278	940
671	410
746	371
270	544
397	652
894	255
547	894
292	742
488	294
998	18
397	337
137	688
422	894
107	894
515	1016
22	226
823	951
790	382
397	23
126	862
885	611
268	541
137	844
397	395
155	177
137	567
758	803
268	18
769	235
995	446
852	223
602	779
482	835
577	586
727	186
260	800
670	429
127	607
995	0
292	269
294	901
900	511
894	983
397	140
852	567
260	672
567	995
232	313
901	429
862	105
906	894
222	995
999	235
602	304
666	553
567	235
405	91
671	231
864	335
310	323
137	137
995	387
137	496
995	1021
653	938
730	776
586	687
862	1009
487	640
952	778
776	810
488	1008
998	995
137	393
748	930
137	310
235	775
216	894
397	769
235	280
900	666
223	581
342	230
883	255
127	22
294	986
671	165
294	12
137	1017
294	729
823	342
127	517
953	701
899	638
823	265
235	657
995	776
20	162
670	223
260	427
670	68
602	650
260	894
727	633
137	465
137	944
759	638
885	316
20	766
567	894
488	164
748	739
423	351
995	624
488	995
858	347
397	491
137	734
773	602
156	602
232	769
268	531
567	162
488	202
23	995
488	862
952	316
22	995
998	43
602	405
909	882
593	223
823	734
567	629
605	280
566	800
727	894
903	177
23	844
670	107
137	397
903	429
488	265
1021	358
745	255
950	482
255	34
488	1015
488	892
666	60
137	769
109	632
823	735
397	867
593	998
280	190
854	91
593	173
995	43
899	894
137	535
671	666
592	974
339	354
823	116
823	255
480	162
137	867
371	965
894	35
602	146
823	18
177	638
397	448
899	567
60	80
666	313
137	127
137	57
339	995
995	18
162	35
337	742
909	383
899	709
81	464
137	128
223	746
995	958
823	60
887	172
983	575
137	596
137	397
593	232
278	940
593	155
235	154
102	504
230	672
488	235
137	38
222	54
671	894
751	207
750	602
22	362
857	375
22	909
107	1008
107	411
488	292
593	393
265	540
746	602
884	790
127	596
488	952
397	22
576	868
593	894
137	894
748	22
22	798
556	146
137	260
488	739
127	766
666	952
671	836
137	776
397	996
137	247
899	226
18	1009
397	823
268	1008
823	750
602	699
823	235
666	952
823	154
726	624
671	60
162	316
899	292
598	862
999	447
567	464
107	368
230	888
748	746
602	75
350	624
488	567
998	990
292	739
567	567
488	339
137	464
894	464
734	742
137	230
602	371
223	626
57	358
995	459
852	922
260	230
602	675
137	448
393	464
735	131
602	1008
488	684
216	675
727	990
1019	1017
726	156
488	726
776	586
602	761
671	726
883	672
424	465
995	581
726	351
347	128
137	519
823	188
599	674
137	188
137	137
137	47
126	383
162	470
746	91
546	196
137	519
137	875
730	227
137	525
171	675
127	638
235	882
265	885
749	470
23	589
899	525
727	464
260	823
417	638
232	775
336	280
393	265
749	958
727	995
823	235
727	586
137	795
137	294
137	131
556	111
216	624
20	596
137	769
159	599
748	260
857	602
607	519
268	739
726	188
739	316
862	226
643	776
547	538
232	1008
137	899
339	803
127	982
488	397
219	247
137	417
770	60
746	894
137	727
337	109
952	761
18	776
749	635
996	64
292	446
858	145
995	310
137	207
137	995
260	485
137	670
903	447
137	998
222	900
137	906
482	761
552	995
222	624
624	299
995	652
397	558
260	536
491	347
670	162
347	761
137	137
596	265
746	894
260	894
22	900
596	816
776	182
488	268
137	998
137	43
671	491
235	447
564	666
127	496
773	956
397	758
670	464
137	280
729	245
547	803
855	885
894	318
375	624
20	995
137	223
672	447
564	887
671	255
751	734
852	351
998	945
746	18
137	57
770	946
640	701
488	756
260	268
223	429
900	18
137	642
488	397
671	293
223	683
397	232
899	57
791	177
137	351
995	602
773	54
624	967
380	584
823	775
567	60
899	371
137	852
260	292
748	823
255	963
593	429
823	632
748	684
852	119
732	983
137	995
137	983
137	1021
769	697
900	935
292	567
640	162
433	844
671	23
397	235
996	894
488	602
775	91
995	335
222	862
260	269
823	806
640	60
596	909
231	18
18	894
671	482
488	811
823	82
593	9
260	666
137	420
995	775
351	543
23	464
232	567
434	310
336	477
823	34
746	310
593	823
127	278
487	1009
671	596
91	452
397	666
602	479
241	524
726	567
137	60
909	190
593	739
748	403
157	739
823	776
294	674
222	395
339	901
671	358
671	605
147	791
100	995
671	146
567	265
998	841
899	855
823	602
260	23
671	36
542	91
593	554
260	746
154	602
219	588
137	402
337	196
857	35
173	974
491	207
778	977
939	688
464	672
137	882
100	958
882	938
593	809
127	255
671	240
486	555
339	171
230	837
260	207
643	886
726	823
395	744
846	836
491	885
899	600
137	745
488	998
137	501
226	549
336	648
567	586
260	567
593	557
137	69
22	381
880	406
823	670
671	341
482	811
231	1016
137	383
162	43
109	54
671	420
995	383
294	234
269	869
624	715
823	541
393	284
157	196
137	219
640	411
137	310
564	292
222	995
567	775
862	482
602	952
884	177
995	107
823	888
567	369
730	602
245	684
137	156
995	259
852	882
488	602
260	906
567	134
791	963
126	383
137	151
137	899
567	146
